givta_desktop,givt,sivt,givtb_mobileApp,givta_mobileWeb,givts_mobileApp,givtc_mobileApp,mobileApp,givtt_mobileApp,TOTAL,givtb_mobileWeb,givtt_desktop,givtc_desktop,desktop,givts_mobileWeb,givtc_mobileWeb,mobileWeb,sivt_mobileApp,givtt_mobileWeb,sivt_mobileWeb,givts_desktop,sivt_desktop,givtb_desktop,givta_mobileApp
20157193,601913570,1796370800,1505,68413,4469,14733269,18948260483,11312,163975802154,284069,27248663,373892872,79425494713,9434910,42212745,65602046958,116684021,55009121,488730182,87333682,1190956597,16696710,71
